"game_title";"release_date";"price";"total_reviews";"genre";"developper";"publisher";"link-href";"description"
"ArcaniA";"15 oct. 2010";"21.99";"2138";"RPG";"Spellbound";"THQ Nordic";"https://store.steampowered.com/app/39690/ArcaniA/?snr=1_7_7_230_150_262";"Une guerre se déroule non loin de la région idyllique de Feshyr. Incarnez un héros inconnu après que votre village ait été pillé et détruit par les hommes de main du roi. Assoiffé de vengeance, vous réalisez bientôt que cette attaque était une action ourdie par un pouvoir mystérieux et maléfique."
"Praey for the Gods";"14 déc. 2021";"38.99";"2373";"Action, Aventure, Indépendant, RPG";"No Matter Studios";"No Matter Studios";"https://store.steampowered.com/app/494430/Praey_for_the_Gods/?snr=1_7_7_230_150_262";"Praey for the Gods is a boss climbing open world adventure game where you play a lone hero sent to the edge of a dying frozen land to explore and solve the secrets of a never ending winter. Grapple, glide and grab hold of massive beasts as you fight to survive and return the world to proper order."
"名利游戏";"19 févr. 2024";"9.0";"3714";"Occasionnel, Indépendant, RPG, Simulation";"木焱工作室";"Wave Games";"https://store.steampowered.com/app/2758000/_/?snr=1_7_7_230_150_262";"Players follow Lu Yuan through important stages of his life and experience his growth trajectory from youth to maturity. It will take you to relive those decisions that you have never tried to make in reality, and feel the different life brought about by each choice."
"Botanicula";"7 mai 2012";"19.49";"4605";"Aventure, Occasionnel, Indépendant";"Amanita Design";"Amanita Design";"https://store.steampowered.com/app/207690/Botanicula/?snr=1_7_7_230_150_262";"Un jeu d'aventure bourré d'humour créé par les auteurs de Machinarium."
"Serious Sam Classics: Revolution";"30 aout 2019";"12.99";"3079";"Action, Indépendant";"Croteam";"Devolver Digital";"https://store.steampowered.com/app/227780/Serious_Sam_Classics_Revolution/?snr=1_7_7_230_150_261";"Serious Sam is a high-adrenaline arcade-action shooter heavily focused on frantic action. In a world where cyberpunk meets fantasy-fiction and advanced technology is mixed with black magic and psycho-powers, Sam travels through four beautiful worlds, confronting countless foes on his way to Mental's base."
"Serious Sam Classics: Revolution";"30 aout 2019";"12.99";"3079";"Action, Indépendant";"Alligator Pit";"Devolver Digital";"https://store.steampowered.com/app/227780/Serious_Sam_Classics_Revolution/?snr=1_7_7_230_150_261";"Serious Sam is a high-adrenaline arcade-action shooter heavily focused on frantic action. In a world where cyberpunk meets fantasy-fiction and advanced technology is mixed with black magic and psycho-powers, Sam travels through four beautiful worlds, confronting countless foes on his way to Mental's base."
"Hyperdimension Neptunia Re;Birth3 V Generation";"30 oct. 2015";"17.49";"2977";"RPG, Stratégie";"Idea Factory";"Idea Factory";"https://store.steampowered.com/app/353270/Hyperdimension_Neptunia_ReBirth3_V_Generation/?snr=1_7_7_230_150_261";"Lost in an alternate dimension, Neptune must collect enough shares to get back home. Sounds easy – except the Seven Sages want to rid Gamindustri of CPUs, including Neptune! Help defeat them and return her to her own world in this JRPG – or be stuck in the '80s forever!"
"Hyperdimension Neptunia Re;Birth3 V Generation";"30 oct. 2015";"17.49";"2977";"RPG, Stratégie";"Compile Heart";"Idea Factory";"https://store.steampowered.com/app/353270/Hyperdimension_Neptunia_ReBirth3_V_Generation/?snr=1_7_7_230_150_261";"Lost in an alternate dimension, Neptune must collect enough shares to get back home. Sounds easy – except the Seven Sages want to rid Gamindustri of CPUs, including Neptune! Help defeat them and return her to her own world in this JRPG – or be stuck in the '80s forever!"
"Hyperdimension Neptunia Re;Birth3 V Generation";"30 oct. 2015";"17.49";"2977";"RPG, Stratégie";"Felistella";"Idea Factory";"https://store.steampowered.com/app/353270/Hyperdimension_Neptunia_ReBirth3_V_Generation/?snr=1_7_7_230_150_261";"Lost in an alternate dimension, Neptune must collect enough shares to get back home. Sounds easy – except the Seven Sages want to rid Gamindustri of CPUs, including Neptune! Help defeat them and return her to her own world in this JRPG – or be stuck in the '80s forever!"
"Dungeon Munchies";"27 juil. 2022";"22.79";"6366";"Action, Aventure, Indépendant, RPG";"maJAJa";"maJAJa";"https://store.steampowered.com/app/799640/Dungeon_Munchies/?snr=1_7_7_230_150_260";"Hunt down monsters to cook and eat them! You’ve been revived in a massive underground complex and you must leave this bizarre facility. Aided by the undead Necro-Chef Simmer, you must stay safe, get fed, find a way to get out"
"Duskers";"18 mai 2016";"21.99";"2206";"Indépendant, Simulation, Stratégie";"Misfits Attic";"Misfits Attic";"https://store.steampowered.com/app/254320/Duskers/?snr=1_7_7_230_150_260";"Pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant graveyard."
"Day of Defeat";"1 mai 2003";"6.49";"4325";"Action";"Valve";"Valve";"https://store.steampowered.com/app/30/Day_of_Defeat/?snr=1_7_7_230_150_260";"Engagez-vous dans un affrontement Axes contre Alliés qui se déroule sur le théâtre des opérations durant la Seconde Guerre Mondiale. Les joueurs et joueuses peuvent endosser le rôle de soldat de l'infanterie légère/d'assaut/lourde, de tireur d'élite ou de mitrailleur, avec chacun son propre arsenal d'armes historiques."
"Hearts of Iron III";"7 aout 2009";"13.99";"4890";"Stratégie";"Paradox Development Studio";"Paradox Interactive";"https://store.steampowered.com/app/25890/Hearts_of_Iron_III/?snr=1_7_7_230_150_259";"Hearts of Iron III vous fait jouer à la deuxième guerre mondiale sur tous les fronts à travers différents scénarios. Menez votre nation à la gloire de 1936 à 1948. Diplomatie et économie sont également au programme."
"Puyo Puyo™Tetris®";"27 févr. 2018";"24.99";"4656";"Action, Occasionnel";"Sonic Team";"SEGA";"https://store.steampowered.com/app/546050/Puyo_PuyoTetris/?snr=1_7_7_230_150_259";"Deux incontournables des jeux de puzzle se rencontrent avec cette fusion du phénomène mondial Tetris® et du célèbre Puyo Puyo™ de SEGA, qui aboutit à un super mix alliant compétition féroce, designs attrayants et tout le fun addictif des puzzles !"
"Puyo Puyo™Tetris®";"27 févr. 2018";"24.99";"4656";"Action, Occasionnel";"Bitbaboon";"SEGA";"https://store.steampowered.com/app/546050/Puyo_PuyoTetris/?snr=1_7_7_230_150_259";"Deux incontournables des jeux de puzzle se rencontrent avec cette fusion du phénomène mondial Tetris® et du célèbre Puyo Puyo™ de SEGA, qui aboutit à un super mix alliant compétition féroce, designs attrayants et tout le fun addictif des puzzles !"
"Hello Charlotte EP3: Childhood's End";"4 janv. 2018";"4.99";"2551";"Indépendant, RPG";"etherane";"etherane";"https://store.steampowered.com/app/760890/Hello_Charlotte_EP3_Childhoods_End/?snr=1_7_7_230_150_259";"""All ended well.There was nothing to grieve about."" A farewell, and a greeting."
"When The Past Was Around";"22 sept. 2020";"10.49";"3692";"Aventure, Occasionnel, Indépendant";"Mojiken";"Toge Productions";"https://store.steampowered.com/app/1164050/When_The_Past_Was_Around/?snr=1_7_7_230_150_258";"When the Past was Around est un jeu d’aventure et de résolution d’énigmes de type point-and-click qui a pour thèmes l’amour, le détachement, le fait de lâcher prise, ainsi que le bonheur et la tristesse qu’une personne peut éprouver aux différents stades d’une relation."
"Trainz Railroad Simulator 2019";"7 janv. 2019";"49.99";"2442";"Simulation";"N3V Games";"N3V Games";"https://store.steampowered.com/app/553520/Trainz_Railroad_Simulator_2019/?snr=1_7_7_230_150_258";"Une mise à niveau massive du moteur fournit des graphiques plus réalistes! NVIDIA Turf Effects permet aux constructeurs d’itinéraires de simuler une couverture du sol réaliste à grande échelle. Le profil de navigation sur piste affiche des informations clés pour une précision de conduite améliorée."
"鸡械绿洲 (Cluckmech Oasis)";"9 mai 2024";"12.99";"2817";"Action, Occasionnel, Indépendant, Stratégie";"BlackLight";"Mammorize";"https://store.steampowered.com/app/2453360/_Cluckmech_Oasis/?snr=1_7_7_230_150_258";"Cluckmech Oasis, a top-down shooting Roguelike tower defense game. Play as the Warcluck and lead your team of animal heroes in a fight for survival. Collect, build and upgrade defenses, and engage in intense battle against waves of plant enemies."
"September 7th";"6 janv. 2023";"8.99";"2494";"Indépendant, Simulation";"EMIKA_GAMES";"EMIKA_GAMES";"https://store.steampowered.com/app/2249160/September_7th/?snr=1_7_7_230_150_257";"""September 7th"" is a short horror game released for Christmas. The plot of the game is simple to the point of banality, and the gameplay is not delayed.The game also contains some Easter eggs and mentions. The game takes place in 2009."
"Production Line : Car factory simulation";"7 mars 2019";"32.5";"3124";"Indépendant, Simulation, Stratégie";"Positech Games";"Positech Games";"https://store.steampowered.com/app/591370/Production_Line__Car_factory_simulation/?snr=1_7_7_230_150_257";"Production line est le nouveau jeu de gestion/simulation/entrepeneur d'usine automobile qui pousse vos aptitudes organisationnelles et entrepreneuriales à leurs limites. Pouvez-vous construire la ligne de production ultime et fluide tout en battant la compétition et en engrangeant des bénéfices ?"
"Boo Men";"15 sept. 2022";"8.99";"2047";"Action, Indépendant, Accès anticipé";"Twisted Corridor 👻";"Twisted Corridor 👻";"https://store.steampowered.com/app/1715730/Boo_Men/?snr=1_7_7_230_150_257";"Boo Men is a 1-4 player online co-op horror game. You and your crew of burglars are tasked with stealing from ghosts. Just remember to stay in the light because you never know what could be lurking in the dark..."
"Glass Masquerade 2: Illusions";"27 févr. 2019";"6.49";"2732";"Occasionnel, Indépendant";"Onyx Lute";"Onyx Lute";"https://store.steampowered.com/app/935880/Glass_Masquerade_2_Illusions/?snr=1_7_7_230_150_257";"Welcome to the Glass Masquerade sequel - an artistic puzzle game inspired by stained glass artisans and Wonderland depictions of the 20th century. You need to combine hidden glass pieces to solve every riddle and free yourself from a tangled dream."
"SENRAN KAGURA SHINOVI VERSUS";"1 juin 2016";"24.99";"3462";"Action";"Tamsoft";"XSEED Games";"https://store.steampowered.com/app/411830/SENRAN_KAGURA_SHINOVI_VERSUS/?snr=1_7_7_230_150_257";"Les plantureuses shinobis de SENRAN KAGURA, le jeu de combat excessif tant sur le plan de la mécanique de combat que de ses représentations gratuites de guerrières ninjas dénudées, débarque grandiosement dans le monde du PC en HD et en 60fps."
"Pro Soccer Online";"15 nov. 2021";"6.49";"22070";"Sport, Accès anticipé";"Skywall Studios LLC";"Skywall Studios LLC";"https://store.steampowered.com/app/1583320/Pro_Soccer_Online/?snr=1_7_7_230_150_256";"Pro Soccer Online is a 1st/3rd person, highly skill based, online multiplayer soccer game. It offers a sports game experience unlike any other with smooth, physics based, input driven gameplay that is competitive and rewarding with no pay to win mechanics."
"CaseCracker";"19 déc. 2022";"11.49";"2867";"Aventure, Occasionnel, Indépendant, RPG, Simulation, Stratégie";"BlackRobe";"BlackRobe";"https://store.steampowered.com/app/1723260/CaseCracker/?snr=1_7_7_230_150_256";"In order to improve the efficiency of selecting talents, the Chicheng police specially developed a test system-the true detection system, with the black robe company. As a tester, you need to complete the cracking of the case under the rules of the system."
"ELEX";"17 oct. 2017";"29.99";"12141";"Action, Aventure, RPG";"Piranha Bytes";"THQ Nordic";"https://store.steampowered.com/app/411300/ELEX/?snr=1_7_7_230_150_256";"ELEX propose une expérience de jeu de rôle et d'action réellement unique, conçue par les créateurs acclamés de la série Gothic. Campé dans un tout nouvel univers Science Fantasy post-apocalyptique, le jeu plonge les joueurs au cœur d'un immense monde parfaitement fluide, rempli de personnages originaux, de créatures mutantes, de..."
"Crashlands";"21 janv. 2016";"19.49";"5238";"Action, Aventure, Indépendant, RPG";"Butterscotch Shenanigans";"Butterscotch Shenanigans";"https://store.steampowered.com/app/391730/Crashlands/?snr=1_7_7_230_150_256";"Fight and tame alien beasts, craft resources into menacing weaponry, befriend the outlandish locals, and go toe-to-chin with a world-domineering maniac."
"Iconoclasts";"23 janv. 2018";"25.99";"4010";"Action, Aventure, Indépendant";"Joakim Sandberg";"Bifrost Entertainment";"https://store.steampowered.com/app/393520/Iconoclasts/?snr=1_7_7_230_150_255";"Incarnez Robin, une mécanicienne rebelle, et découvrez les secrets d’une planète à l'agonie. Explorez un vaste monde tout en énigmes sophistiquées, personnages attachants et boss menaçants. Lancez-vous dans une superbe aventure à plateformes, qui vous fera vivre une histoire personnelle parlant de foi, du sens de la vie et d'altruisme."
"ELEX";"17 oct. 2017";"29.99";"12141";"Action, Aventure, RPG";"Piranha Bytes";"THQ Nordic";"https://store.steampowered.com/app/411300/ELEX/?snr=1_7_7_230_150_255";"ELEX propose une expérience de jeu de rôle et d'action réellement unique, conçue par les créateurs acclamés de la série Gothic. Campé dans un tout nouvel univers Science Fantasy post-apocalyptique, le jeu plonge les joueurs au cœur d'un immense monde parfaitement fluide, rempli de personnages originaux, de créatures mutantes, de..."
"Medieval: Total War™ - Collection";"20 aout 2002";"11.99";"2067";"Action, Stratégie";"CREATIVE ASSEMBLY";"SEGA";"https://store.steampowered.com/app/345260/Medieval_Total_War__Collection/?snr=1_7_7_230_150_255";"MEDIEVAL: Total War™ - Collection Edition est une compilation du titre acclamé par la critique, Medieval: Total War, et son extension officielle : Viking Invasion."
"Wandersong";"27 sept. 2018";"21.99";"2081";"Aventure, Indépendant";"Wishes Ultd.";"Greg Lobanov";"https://store.steampowered.com/app/530320/Wandersong/?snr=1_7_7_230_150_254";"A musical platforming adventure with an emotional story. Play as a silly bard and use music to interact with everything on a journey around the world. Along the way you'll explore, solve puzzles, and meet a huge cast of characters!"
"Wandersong";"27 sept. 2018";"21.99";"2081";"Aventure, Indépendant";"Greg Lobanov";"Greg Lobanov";"https://store.steampowered.com/app/530320/Wandersong/?snr=1_7_7_230_150_254";"A musical platforming adventure with an emotional story. Play as a silly bard and use music to interact with everything on a journey around the world. Along the way you'll explore, solve puzzles, and meet a huge cast of characters!"
